"Date","Price","Open","High","Low","Vol.","Change %"
"10/04/2025","122,387.1","122,224.8","122,810.6","121,530.5","31.34K","0.13%"
"10/03/2025","122,224.2","120,566.1","123,889.8","119,272.6","81.43K","1.38%"
"10/02/2025","120,566.1","118,577.1","121,023.0","118,318.1","69.08K","1.68%"
"10/01/2025","118,576.2","114,048.7","118,634.5","113,970.5","69.15K","3.97%"
"09/30/2025","114,048.5","114,355.4","114,776.2","112,672.5","53.07K","-0.27%"
"09/29/2025","114,357.5","112,177.4","114,412.5","111,571.1","55.53K","1.95%"
"09/28/2025","112,174.6","109,652.8","112,355.8","109,213.5","28.91K","2.30%"
"09/27/2025","109,652.8","109,662.2","109,734.3","109,090.8","22.46K","-0.01%"
"09/26/2025","109,662.2","109,012.4","110,299.1","108,673.0","54.26K","0.59%"
"09/25/2025","109,016.3","113,307.1","113,508.6","108,675.3","69.14K","-3.79%"
"09/24/2025","113,307.1","112,002.9","113,951.0","111,212.0","43.29K","1.16%"
"09/23/2025","112,002.6","112,673.0","113,279.9","111,501.9","44.21K","-0.60%"
"09/22/2025","112,673.0","115,243.3","115,382.7","111,964.9","67.57K","-2.23%"
"09/21/2025","115,243.0","115,699.2","115,833.2","115,205.5","19.28K","-0.39%"
"09/20/2025","115,699.2","115,649.0","116,138.4","115,424.9","20.42K","0.04%"
"09/19/2025","115,649.0","117,089.2","117,470.7","115,133.5","36.98K","-1.23%"
"09/18/2025","117,086.0","116,426.5","117,910.4","116,144.9","46.50K","0.57%"
"09/17/2025","116,425.9","116,795.9","117,284.2","114,782.5","56.85K","-0.32%"
"09/16/2025","116,795.9","115,362.1","116,970.0","114,801.0","43.05K","1.24%"
"09/15/2025","115,362.1","115,314.2","116,723.2","114,412.2","48.68K","0.04%"
"09/14/2025","115,314.6","115,924.8","116,165.6","115,158.3","25.84K","-0.53%"
"09/13/2025","115,924.9","116,042.6","116,292.4","115,207.3","30.79K","-0.10%"
"09/12/2025","116,042.8","115,490.5","116,684.3","114,766.1","56.48K","0.48%"
"09/11/2025","115,490.2","113,963.5","115,490.6","113,446.6","47.81K","1.34%"
"09/10/2025","113,963.5","111,517.1","114,300.7","110,938.8","62.24K","2.19%"
"09/09/2025","111,516.5","112,066.3","113,259.9","110,781.1","53.76K","-0.49%"
"09/08/2025","112,068.4","111,140.9","112,896.9","110,630.5","41.95K","0.83%"
"09/07/2025","111,150.1","110,194.4","111,594.1","110,185.6","23.81K","0.87%"
"09/06/2025","110,194.4","110,660.1","111,313.4","110,010.5","21.14K","-0.41%"
"09/05/2025","110,652.2","110,727.9","113,315.6","110,234.6","63.56K","-0.05%"
"09/04/2025","110,712.7","111,716.5","112,189.1","109,344.8","43.30K","-0.90%"
"09/03/2025","111,716.5","111,227.9","112,568.1","110,547.9","43.05K","0.45%"
"09/02/2025","111,218.3","109,241.6","111,714.6","108,425.3","60.02K","1.81%"
"09/01/2025","109,243.3","108,247.3","109,898.5","107,274.7","53.13K","0.94%"
"08/31/2025","108,226.8","108,818.1","109,484.2","108,092.6","33.80K","-0.54%"
"08/30/2025","108,818.1","108,367.7","108,925.3","107,433.4","41.99K","0.43%"
"08/29/2025","108,355.6","112,568.9","112,617.3","107,538.7","69.98K","-3.74%"
"08/28/2025","112,568.9","111,263.2","113,464.6","110,887.7","41.38K","1.18%"
"08/27/2025","111,255.6","111,768.6","112,611.3","110,409.9","44.41K","-0.46%"
"08/26/2025","111,768.6","110,118.4","112,377.0","108,768.3","62.08K","1.50%"
"08/25/2025","110,118.4","113,486.6","113,665.1","109,295.1","76.94K","-2.97%"
"08/24/2025","113,483.2","115,431.5","115,663.3","110,815.9","64.88K","-1.69%"
"08/23/2025","115,433.3","116,928.9","117,024.3","114,576.5","39.63K","-1.28%"
"08/22/2025","116,928.9","112,492.9","117,416.9","111,698.5","72.83K","3.95%"
"08/21/2025","112,481.1","114,275.0","114,776.3","112,023.0","43.00K","-1.57%"
"08/20/2025","114,275.0","112,878.1","114,616.7","112,409.4","54.63K","1.24%"
"08/19/2025","112,880.3","116,218.9","116,729.2","112,750.9","62.15K","-2.86%"
"08/18/2025","116,203.8","117,417.9","117,552.7","114,653.8","58.82K","-1.02%"
"08/17/2025","117,405.4","117,393.8","118,559.4","117,192.4","21.87K","-0.01%"
"08/16/2025","117,413.4","117,356.3","117,914.9","117,195.6","25.18K","0.05%"
"08/15/2025","117,356.3","118,314.1","119,231.9","116,816.8","45.23K","-0.81%"
"08/14/2025","118,314.2","123,313.6","124,436.8","117,275.1","86.59K","-4.06%"
"08/13/2025","123,323.4","120,138.4","123,651.8","118,959.9","76.09K","2.64%"
"08/12/2025","120,146.2","118,689.6","120,317.2","118,217.4","56.86K","1.23%"
"08/11/2025","118,689.6","119,291.8","122,319.5","118,242.5","81.13K","-0.50%"
"08/10/2025","119,287.0","116,468.4","119,305.3","116,468.4","46.65K","2.42%"
"08/09/2025","116,471.6","116,676.5","117,893.0","116,357.7","34.33K","-0.18%"
"08/08/2025","116,676.3","117,480.5","117,625.1","115,917.8","39.88K","-0.68%"
"08/07/2025","117,480.5","115,002.1","117,628.4","114,267.3","47.52K","2.16%"
"08/06/2025","115,002.1","114,131.7","115,714.0","113,361.2","34.73K","0.76%"
"08/05/2025","114,139.1","115,055.3","115,111.7","112,678.9","41.41K","-0.80%"
"08/04/2025","115,055.3","114,213.1","115,720.9","114,116.1","36.55K","0.74%"
"08/03/2025","114,213.1","112,547.9","114,758.4","111,992.4","27.15K","1.48%"
"08/02/2025","112,547.7","113,306.4","114,050.0","112,015.5","38.34K","-0.67%"
"08/01/2025","113,312.1","115,766.7","116,054.6","112,760.6","77.85K","-2.12%"
"07/31/2025","115,765.0","117,840.4","118,920.7","115,510.0","56.43K","-1.76%"
"07/30/2025","117,840.4","117,949.8","118,693.5","115,830.7","48.17K","-0.09%"
"07/29/2025","117,950.1","118,054.8","119,261.0","117,002.7","51.88K","-0.09%"
"07/28/2025","118,053.9","119,402.7","119,788.2","117,426.5","61.81K","-1.13%"
"07/27/2025","119,398.1","117,918.3","119,771.1","117,840.4","34.87K","1.26%"
"07/26/2025","117,917.6","117,632.2","118,298.1","117,150.5","31.06K","0.24%"
"07/25/2025","117,631.9","118,311.5","118,449.8","114,843.5","131.51K","-0.57%"
"07/24/2025","118,310.9","118,760.7","119,459.7","117,141.7","55.00K","-0.38%"
"07/23/2025","118,763.0","119,965.5","120,089.5","117,345.2","50.19K","-1.00%"
"07/22/2025","119,965.5","117,388.2","120,253.1","116,199.1","70.23K","2.20%"
"07/21/2025","117,388.1","117,297.2","119,634.0","116,540.9","54.78K","0.08%"
"07/20/2025","117,297.2","117,848.4","118,860.0","116,515.2","40.07K","-0.47%"
"07/19/2025","117,848.4","117,942.3","118,508.2","117,308.6","23.56K","-0.08%"
"07/18/2025","117,940.3","119,196.4","120,801.2","116,839.2","66.90K","-1.05%"
"07/17/2025","119,194.9","118,680.6","120,944.5","117,489.7","55.75K","0.43%"
"07/16/2025","118,683.2","117,762.4","120,028.0","117,030.5","60.71K","0.78%"
"07/15/2025","117,762.3","119,846.7","119,944.0","115,774.0","113.79K","-1.74%"
"07/14/2025","119,849.5","119,092.2","123,104.7","118,913.7","89.94K","0.64%"
"07/13/2025","119,090.6","117,422.4","119,441.6","117,247.7","33.24K","1.42%"
"07/12/2025","117,419.5","117,535.6","118,206.6","116,951.2","32.19K","-0.10%"
"07/11/2025","117,535.6","115,994.0","118,848.4","115,261.9","89.27K","1.33%"
"07/10/2025","115,993.6","111,246.1","116,626.3","110,631.9","82.26K","4.27%"
"07/09/2025","111,246.0","108,913.1","111,915.7","108,329.9","56.81K","2.14%"
"07/08/2025","108,913.1","108,267.6","109,208.3","107,474.2","32.36K","0.59%"
"07/07/2025","108,269.6","109,207.0","109,686.8","107,526.5","35.34K","-0.86%"
"07/06/2025","109,207.0","108,204.7","109,701.8","107,818.8","21.94K","0.93%"
"07/05/2025","108,204.7","107,989.6","108,357.5","107,797.8","14.93K","0.20%"
"07/04/2025","107,989.6","109,600.8","109,723.7","107,268.2","40.92K","-1.47%"
"07/03/2025","109,600.5","108,846.7","110,506.8","108,550.8","45.39K","0.70%"
"07/02/2025","108,843.7","105,694.0","109,727.8","105,163.5","62.51K","2.98%"
"07/01/2025","105,694.3","107,176.4","107,532.3","105,289.4","40.28K","-1.38%"
"06/30/2025","107,171.1","108,362.3","108,777.0","106,743.1","37.46K","-1.10%"
"06/29/2025","108,361.1","107,304.3","108,470.5","107,188.4","25.96K","0.98%"
"06/28/2025","107,304.4","107,048.2","107,542.3","106,822.0","14.26K","0.24%"
"06/27/2025","107,044.2","106,948.0","107,726.5","106,414.1","46.24K","0.09%"
"06/26/2025","106,945.9","107,350.6","108,261.2","106,650.0","38.70K","-0.38%"
"06/25/2025","107,349.4","106,086.0","108,128.0","105,828.2","58.14K","1.20%"
"06/24/2025","106,078.6","105,376.9","106,268.7","104,642.9","52.81K","0.67%"
"06/23/2025","105,376.9","100,782.5","106,032.7","99,696.9","83.16K","4.34%"
"06/22/2025","100,990.4","102,114.5","103,300.4","98,249.2","81.37K","-1.10%"
"06/21/2025","102,113.2","103,287.2","103,989.3","100,947.8","37.52K","-1.13%"
"06/20/2025","103,280.5","104,669.6","106,520.3","102,396.8","51.48K","-1.33%"
"06/19/2025","104,669.6","104,894.2","105,220.5","103,934.5","28.47K","-0.21%"
"06/18/2025","104,894.2","104,571.4","105,553.0","103,622.4","45.60K","0.32%"
"06/17/2025","104,559.8","106,769.8","107,747.4","103,386.3","60.73K","-2.04%"
"06/16/2025","106,740.4","105,594.0","108,899.3","104,993.8","50.95K","1.09%"
"06/15/2025","105,591.8","105,421.6","106,098.9","104,502.0","26.22K","0.16%"
"06/14/2025","105,421.5","106,028.5","106,196.9","104,321.0","30.99K","-0.62%"
"06/13/2025","106,080.3","105,702.7","106,147.0","102,739.6","73.84K","0.36%"
"06/12/2025","105,703.0","108,662.2","108,776.2","105,703.0","59.87K","-2.72%"
"06/11/2025","108,661.2","110,269.2","110,386.1","108,081.9","44.80K","-1.46%"
"06/10/2025","110,269.2","110,268.3","110,369.2","108,380.6","58.28K","0.00%"
"06/09/2025","110,268.3","105,739.6","110,404.9","105,333.3","64.28K","4.28%"
"06/08/2025","105,739.6","105,564.2","106,449.3","105,011.6","29.11K","0.17%"
"06/07/2025","105,564.2","104,308.3","105,911.7","103,911.0","32.39K","1.20%"
"06/06/2025","104,308.3","101,524.1","105,306.5","101,127.6","61.97K","2.74%"
"06/05/2025","101,521.9","104,690.6","105,914.4","100,421.1","73.53K","-3.03%"
"06/04/2025","104,695.6","105,383.5","105,971.2","104,224.0","50.06K","-0.66%"
"06/03/2025","105,388.3","105,845.6","106,758.4","104,886.9","49.47K","-0.43%"
"06/02/2025","105,845.6","105,635.2","105,930.7","103,729.7","46.44K","0.20%"
"06/01/2025","105,635.2","104,598.0","105,867.5","103,768.6","33.03K","0.99%"
"05/31/2025","104,598.0","103,981.9","104,888.4","103,091.3","35.80K","0.59%"
"05/30/2025","103,981.3","105,598.8","106,314.9","103,693.9","71.98K","-1.53%"
"05/29/2025","105,600.0","107,759.1","108,896.7","105,399.9","70.02K","-2.03%"
"05/28/2025","107,786.7","108,905.7","109,238.3","106,804.9","51.84K","-1.06%"
"05/27/2025","108,944.0","109,455.3","110,718.7","107,572.2","65.02K","-0.47%"
"05/26/2025","109,455.3","109,014.9","110,401.4","108,694.0","48.01K","0.40%"
"05/25/2025","109,021.1","107,763.0","109,203.4","106,648.3","52.49K","1.17%"
"05/24/2025","107,763.0","107,313.5","109,476.4","106,904.5","52.26K","0.42%"
"05/23/2025","107,313.4","111,702.6","111,778.7","106,855.4","87.57K","-3.93%"
"05/22/2025","111,702.7","109,632.6","111,953.6","109,281.8","96.35K","1.88%"
"05/21/2025","109,640.1","106,814.7","110,628.8","106,109.5","124.17K","2.64%"
"05/20/2025","106,815.8","105,586.1","107,270.5","104,199.3","76.08K","1.16%"
"05/19/2025","105,585.8","106,507.7","107,081.3","102,088.2","90.49K","-0.86%"
"05/18/2025","106,504.5","103,113.9","106,577.0","103,113.9","62.47K","3.29%"
"05/17/2025","103,112.6","103,473.9","103,712.3","102,626.5","37.43K","-0.36%"
"05/16/2025","103,480.5","103,764.6","104,544.1","103,126.5","53.27K","-0.27%"
"05/15/2025","103,765.4","103,513.2","104,153.8","101,436.8","59.68K","0.24%"
"05/14/2025","103,513.9","104,116.3","104,316.0","102,632.9","55.58K","-0.58%"
"05/13/2025","104,119.2","102,794.9","104,972.9","101,510.2","71.91K","1.29%"
"05/12/2025","102,795.0","104,119.2","105,765.2","100,766.8","90.21K","-1.27%"
"05/11/2025","104,119.2","104,748.3","104,930.9","103,358.8","54.76K","-0.65%"
"05/10/2025","104,798.0","102,974.7","104,969.8","102,837.2","48.42K","1.77%"
"05/09/2025","102,975.1","103,270.7","104,308.7","102,365.7","87.34K","-0.29%"
"05/08/2025","103,274.3","97,035.1","103,885.4","96,901.9","110.60K","6.43%"
"05/07/2025","97,035.1","96,817.9","97,647.5","95,798.4","59.98K","0.22%"
"05/06/2025","96,825.4","94,745.9","96,893.9","93,408.8","55.76K","2.20%"
"05/05/2025","94,745.2","94,314.6","95,206.8","93,590.8","59.21K","0.45%"
"05/04/2025","94,316.9","95,885.5","96,297.8","94,206.1","41.31K","-1.64%"
"05/03/2025","95,885.8","96,894.3","96,922.2","95,785.5","36.24K","-1.04%"
"05/02/2025","96,894.4","96,497.3","97,881.8","96,359.3","51.94K","0.41%"
"05/01/2025","96,499.3","94,181.3","97,394.3","94,168.1","74.56K","2.46%"
"04/30/2025","94,184.4","94,265.0","95,223.4","93,049.6","57.10K","-0.09%"
"04/29/2025","94,269.8","94,995.4","95,453.4","93,758.0","59.86K","-0.76%"
"04/28/2025","94,995.0","93,742.5","95,580.3","92,818.9","73.63K","1.34%"
"04/27/2025","93,742.5","94,631.4","95,324.4","93,640.7","36.66K","-0.94%"
"04/26/2025","94,631.4","94,669.3","95,207.0","93,891.8","33.77K","-0.05%"
"04/25/2025","94,676.9","93,979.4","95,718.6","92,867.2","92.04K","0.74%"
"04/24/2025","93,980.3","93,696.3","94,001.0","91,673.0","66.68K","0.30%"
"04/23/2025","93,697.7","93,442.2","94,462.6","91,963.4","90.35K","0.27%"
"04/22/2025","93,441.9","87,516.0","93,816.9","87,105.2","130.17K","6.77%"
"04/21/2025","87,516.0","85,179.0","88,449.6","85,148.8","98.50K","2.74%"
"04/20/2025","85,179.0","85,075.5","85,321.0","83,976.1","32.08K","0.13%"
"04/19/2025","85,068.1","84,472.4","85,604.3","84,366.5","32.07K","0.70%"
"04/18/2025","84,474.6","84,947.7","85,106.1","84,331.0","25.83K","-0.55%"
"04/17/2025","84,940.0","84,032.2","85,467.3","83,786.2","49.28K","1.08%"
"04/16/2025","84,032.2","83,648.1","85,438.2","83,143.5","63.97K","0.46%"
"04/15/2025","83,647.0","84,586.8","86,438.8","83,602.7","62.45K","-1.11%"
"04/14/2025","84,586.4","83,752.8","85,794.9","83,705.2","78.03K","1.02%"
"04/13/2025","83,734.4","85,282.5","85,999.5","83,049.6","70.93K","-1.83%"
"04/12/2025","85,292.7","83,420.5","85,893.5","82,828.0","55.60K","2.25%"
"04/11/2025","83,413.1","79,606.1","84,275.0","79,004.2","94.62K","4.78%"
"04/10/2025","79,607.5","82,606.8","82,737.5","78,495.8","92.83K","-3.63%"
"04/09/2025","82,607.0","76,312.3","83,566.7","74,657.3","172.18K","8.25%"
"04/08/2025","76,312.5","79,166.7","80,839.8","76,255.0","93.88K","-3.60%"
"04/07/2025","79,162.5","78,406.6","81,095.9","74,524.2","170.57K","0.98%"
"04/06/2025","78,391.3","83,528.0","83,731.7","77,171.1","79.17K","-6.18%"
"04/05/2025","83,552.1","83,876.0","84,249.3","82,384.4","32.71K","-0.38%"
"04/04/2025","83,866.7","83,160.2","84,704.1","81,691.1","91.54K","0.85%"
"04/03/2025","83,159.4","82,522.6","83,908.9","81,313.8","83.15K","0.77%"
"04/02/2025","82,525.0","85,166.0","88,377.3","82,358.9","104.05K","-3.10%"
"04/01/2025","85,164.2","82,548.6","85,506.2","82,435.8","66.72K","3.17%"
"03/31/2025","82,548.8","82,375.4","83,895.6","81,300.1","61.76K","0.22%"
"03/30/2025","82,371.6","82,646.8","83,532.9","81,593.2","35.37K","-0.33%"
"03/29/2025","82,645.7","84,412.1","84,603.4","81,668.2","39.34K","-2.09%"
"03/28/2025","84,410.4","87,209.5","87,507.5","83,596.7","85.25K","-3.23%"
"03/27/2025","87,228.2","86,937.0","87,751.4","85,844.4","56.49K","0.36%"
"03/26/2025","86,912.0","87,349.8","88,276.7","85,866.4","62.04K","-0.56%"
"03/25/2025","87,404.0","87,495.3","88,523.3","86,328.5","75.24K","-0.10%"
"03/24/2025","87,490.0","86,076.1","88,740.2","85,541.6","95.71K","1.64%"
"03/23/2025","86,077.4","83,840.2","86,082.0","83,812.7","31.13K","2.67%"
"03/22/2025","83,840.5","84,076.6","84,526.3","83,688.2","20.84K","-0.28%"
"03/21/2025","84,073.3","84,208.7","84,831.0","83,215.9","42.80K","-0.16%"
"03/20/2025","84,208.1","86,841.3","87,419.0","83,656.1","69.86K","-3.03%"
"03/19/2025","86,841.0","82,719.1","86,990.6","82,557.5","84.61K","4.98%"
"03/18/2025","82,719.1","84,019.1","84,019.1","81,171.3","58.17K","-1.55%"
"03/17/2025","84,019.1","82,580.3","84,729.2","82,525.0","58.04K","1.74%"
"03/16/2025","82,578.4","84,341.3","84,942.5","82,014.2","50.04K","-2.09%"
"03/15/2025","84,341.3","83,978.7","84,679.5","83,636.4","38.40K","0.43%"
"03/14/2025","83,977.1","81,103.5","85,286.6","80,833.2","81.23K","3.55%"
"03/13/2025","81,100.2","83,664.7","84,292.0","79,954.9","79.25K","-3.06%"
"03/12/2025","83,664.3","82,921.1","84,266.5","80,646.6","88.61K","0.90%"
"03/11/2025","82,921.1","78,579.7","83,572.6","76,677.1","123.59K","5.53%"
"03/10/2025","78,575.9","80,702.2","83,902.8","77,480.5","120.23K","-2.62%"
"03/09/2025","80,691.6","86,221.5","86,498.6","80,048.9","69.90K","-6.41%"
"03/08/2025","86,221.9","86,783.8","86,886.8","85,264.6","41.90K","-0.36%"
"03/07/2025","86,531.2","89,879.5","91,059.8","84,864.3","138.11K","-3.78%"
"03/06/2025","89,930.9","90,611.7","92,802.0","87,849.6","89.27K","-0.75%"
"03/05/2025","90,611.7","87,269.5","90,937.8","86,429.4","95.54K","3.83%"
"03/04/2025","87,266.3","86,083.8","88,887.8","81,617.0","132.50K","1.23%"
"03/03/2025","86,209.7","94,266.1","94,266.1","85,140.8","143.15K","-8.55%"
"03/02/2025","94,265.1","86,065.7","94,986.5","85,069.3","126.76K","9.52%"
"03/01/2025","86,071.6","84,353.4","86,546.3","83,837.3","79.51K","2.00%"
"02/28/2025","84,381.2","84,713.3","85,028.7","78,329.8","186.90K","-0.39%"
"02/27/2025","84,714.6","84,204.6","87,013.9","82,723.5","116.14K","0.60%"
"02/26/2025","84,212.7","88,675.0","89,375.3","82,332.9","145.33K","-5.04%"
"02/25/2025","88,686.0","91,510.4","92,523.1","86,097.5","195.29K","-3.08%"
"02/24/2025","91,508.5","96,261.0","96,497.9","91,378.5","96.46K","-4.93%"
"02/23/2025","96,258.8","96,556.2","96,655.2","95,259.5","38.82K","-0.31%"
"02/22/2025","96,556.1","96,158.3","96,930.8","95,801.1","45.62K","0.42%"
"02/21/2025","96,155.6","98,310.3","99,473.4","94,903.6","104.28K","-2.19%"
"02/20/2025","98,310.3","96,645.2","98,721.6","96,441.9","61.84K","1.72%"
"02/19/2025","96,644.8","95,663.7","96,829.6","95,049.1","58.27K","1.05%"
"02/18/2025","95,638.0","95,781.5","96,645.1","93,403.4","74.09K","-0.15%"
"02/17/2025","95,781.3","96,120.2","97,002.3","95,222.0","58.40K","-0.36%"
"02/16/2025","96,132.1","97,573.1","97,706.5","96,060.2","33.35K","-1.48%"
"02/15/2025","97,573.4","97,504.4","97,973.2","97,210.8","29.65K","0.07%"
"02/14/2025","97,504.6","96,611.6","98,817.3","96,316.5","65.37K","0.93%"
"02/13/2025","96,610.2","97,874.7","98,079.6","95,295.4","66.76K","-1.30%"
"02/12/2025","97,881.3","95,777.2","98,095.8","94,110.7","87.21K","2.20%"
"02/11/2025","95,771.7","97,434.7","98,476.5","94,902.7","69.89K","-1.71%"
"02/10/2025","97,434.7","96,469.2","98,311.6","95,307.7","71.43K","1.00%"
"02/09/2025","96,469.2","96,448.4","97,297.8","94,750.4","48.38K","0.02%"
"02/08/2025","96,447.9","96,513.5","96,862.8","95,716.1","38.99K","-0.07%"
"02/07/2025","96,513.5","96,564.8","100,133.9","95,693.7","97.60K","-0.06%"
"02/06/2025","96,568.8","96,606.3","99,119.2","95,706.6","76.92K","-0.03%"
"02/05/2025","96,595.3","97,784.8","99,028.3","96,163.8","82.92K","-1.23%"
"02/04/2025","97,793.4","101,339.7","101,692.9","96,190.5","117.35K","-3.50%"
"02/03/2025","101,337.1","97,686.0","102,372.2","91,695.8","190.81K","3.74%"
"02/02/2025","97,684.9","100,647.1","101,451.0","96,250.2","99.36K","-2.94%"
"02/01/2025","100,648.0","102,421.3","102,770.8","100,293.5","47.48K","-1.73%"
"01/31/2025","102,424.2","104,726.9","105,876.3","101,576.0","82.79K","-2.20%"
"01/30/2025","104,726.9","103,723.0","106,409.1","103,388.4","74.84K","0.97%"
"01/29/2025","103,722.0","101,342.1","104,760.0","101,340.6","74.38K","2.34%"
"01/28/2025","101,349.3","102,085.2","103,584.1","100,288.0","74.69K","-0.73%"
"01/27/2025","102,091.7","102,618.3","103,234.8","97,987.5","146.38K","-0.53%"
"01/26/2025","102,637.8","104,743.8","105,399.8","102,543.8","32.18K","-2.01%"
"01/25/2025","104,742.9","104,861.4","105,255.6","104,133.9","37.68K","-0.11%"
"01/24/2025","104,862.3","103,913.6","107,102.2","102,760.0","83.96K","0.91%"
"01/23/2025","103,912.1","103,681.3","106,806.5","101,281.6","141.80K","0.22%"
"01/22/2025","103,684.8","106,157.2","106,266.2","103,354.4","77.56K","-2.33%"
"01/21/2025","106,157.2","102,190.2","107,211.9","100,192.5","129.36K","3.87%"
"01/20/2025","102,197.7","101,313.3","109,228.6","99,676.0","202.66K","0.87%"
"01/19/2025","101,319.5","104,536.8","106,338.2","99,742.7","123.72K","-3.08%"
"01/18/2025","104,536.9","104,084.7","104,953.1","102,297.0","79.30K","0.43%"
"01/17/2025","104,084.9","99,991.9","105,843.8","99,956.2","127.33K","4.08%"
"01/16/2025","100,004.5","100,499.9","100,812.4","97,400.2","87.08K","-0.49%"
"01/15/2025","100,499.8","96,547.4","100,671.0","96,501.9","95.32K","4.10%"
"01/14/2025","96,542.1","94,536.7","97,361.2","94,359.5","87.79K","2.12%"
"01/13/2025","94,536.1","94,545.0","95,928.1","89,423.1","37.70K","-0.01%"
"01/12/2025","94,541.8","94,600.0","95,384.3","93,711.2","17.60K","-0.07%"
"01/11/2025","94,612.0","94,724.0","94,765.5","93,847.8","72.66K","-0.12%"
"01/10/2025","94,724.1","92,540.5","95,760.6","92,310.6","125.42K","2.36%"
"01/09/2025","92,539.8","95,066.6","95,323.1","91,241.9","132.78K","-2.66%"
"01/08/2025","95,066.6","96,938.2","97,266.4","92,716.6","100.36K","-1.92%"
"01/07/2025","96,929.8","102,247.9","102,678.2","96,201.3","99.77K","-5.20%"
"01/06/2025","102,248.7","98,373.2","102,474.5","97,932.3","86.73K","3.97%"
"01/05/2025","98,347.7","98,220.1","98,823.1","97,300.0","31.34K","0.13%"
"01/04/2025","98,219.9","98,168.9","98,742.6","97,568.9","36.56K","0.05%"
"01/03/2025","98,167.5","96,960.2","98,963.3","96,090.6","61.62K","1.25%"
"01/02/2025","96,960.0","94,561.1","97,808.0","94,381.2","76.13K","2.54%"
"01/01/2025","94,560.2","93,557.3","95,100.0","92,939.3","43.34K","1.07%"
"12/31/2024","93,557.2","92,777.2","96,163.4","92,036.2","74.85K","0.84%"
"12/30/2024","92,779.8","93,718.7","94,936.4","91,522.3","112.43K","-1.00%"
"12/29/2024","93,716.3","95,282.6","95,315.4","93,026.7","47.71K","-1.65%"
"12/28/2024","95,284.5","94,274.9","95,684.3","94,124.7","32.97K","1.07%"
"12/27/2024","94,275.9","95,776.4","97,243.3","93,472.8","85.12K","-1.57%"
"12/26/2024","95,777.7","99,389.4","99,922.5","95,193.3","74.60K","-3.64%"
"12/25/2024","99,391.3","98,661.9","99,514.1","97,651.9","39.80K","0.73%"
"12/24/2024","98,668.1","94,852.8","99,446.6","93,566.2","69.86K","4.02%"
"12/23/2024","94,852.1","95,184.8","96,517.8","92,543.2","133.24K","-0.35%"
"12/22/2024","95,183.8","97,281.6","97,422.2","94,265.2","100.64K","-2.13%"
"12/21/2024","97,253.3","97,799.1","99,531.9","96,478.6","123.36K","-0.55%"
"12/20/2024","97,795.7","97,468.3","98,178.2","92,301.9","221.18K","0.34%"
"12/19/2024","97,466.1","100,190.5","102,778.8","95,672.2","200.57K","-2.73%"
"12/18/2024","100,197.8","106,140.7","106,477.6","100,049.3","187.49K","-5.60%"
"12/17/2024","106,138.9","106,053.4","108,244.9","105,350.6","149.37K","0.08%"
"12/16/2024","106,057.6","104,479.2","107,767.6","103,351.7","232.66K","1.55%"
"12/15/2024","104,443.0","101,417.9","105,120.9","101,234.9","133.99K","2.98%"
"12/14/2024","101,417.7","101,423.7","102,633.0","100,626.3","105.31K","-0.01%"
"12/13/2024","101,426.2","100,008.3","101,891.2","99,214.2","162.40K","1.42%"
"12/12/2024","100,009.9","101,126.3","102,495.3","99,334.5","188.96K","-1.10%"
"12/11/2024","101,126.2","96,603.2","101,877.1","95,689.5","250.02K","4.69%"
"12/10/2024","96,600.3","97,311.5","98,237.8","94,304.5","271.45K","-0.78%"
"12/09/2024","97,359.4","101,129.7","101,198.6","94,395.8","321.01K","-3.72%"
"12/08/2024","101,115.8","99,837.0","101,339.9","98,713.9","128.93K","1.28%"
"12/07/2024","99,837.0","99,757.2","100,441.8","98,969.0","118.44K","0.08%"
"12/06/2024","99,760.7","96,968.9","101,908.5","96,452.0","213.49K","2.88%"
"12/05/2024","96,970.8","98,624.8","103,719.4","92,510.4","245.79K","-1.69%"
"12/04/2024","98,635.8","95,900.1","99,030.7","94,625.3","113.77K","2.85%"
"12/03/2024","95,898.7","95,843.9","96,245.0","93,646.1","95.08K","0.05%"
"12/02/2024","95,846.6","97,199.3","98,082.0","94,510.6","95.80K","-1.39%"
"12/01/2024","97,201.4","96,404.7","97,813.9","95,721.8","42.90K","0.83%"
"11/30/2024","96,405.7","97,438.5","97,461.9","96,119.6","36.92K","-1.06%"
"11/29/2024","97,438.0","95,645.6","98,599.8","95,405.7","76.54K","1.87%"
"11/28/2024","95,645.5","95,881.4","96,549.0","94,648.8","68.17K","-0.25%"
"11/27/2024","95,886.6","91,975.5","97,219.8","91,795.5","106.39K","4.25%"
"11/26/2024","91,977.6","93,046.5","94,978.8","90,817.2","131.88K","-1.17%"
"11/25/2024","93,064.4","97,948.8","98,872.4","92,875.3","124.98K","-4.97%"
"11/24/2024","97,935.2","97,696.4","98,552.6","95,765.4","77.04K","0.24%"
"11/23/2024","97,699.0","98,927.2","98,927.2","97,180.9","72.17K","-1.24%"
"11/22/2024","98,929.7","98,381.2","99,617.4","97,182.2","132.23K","0.56%"
"11/21/2024","98,374.5","94,308.7","98,937.2","94,063.8","179.07K","4.32%"
"11/20/2024","94,303.9","92,252.6","94,836.1","91,517.4","121.46K","2.24%"
"11/19/2024","92,239.2","90,482.1","93,918.5","90,378.7","146.04K","1.95%"
"11/18/2024","90,478.7","89,843.3","92,567.1","89,410.4","150.47K","0.72%"
